tweet,Personal_Attack
@USATODAY Wow a white man who hates white people. Now that's new...LMBO https://t.co/p3N1z562li,0
@ABC And clearly he isn't a racist. All you have to do to understand that is to ignore almost everything he's ever said or done!,0
RT @ImranKhanPTI: Today we launch our tree plantation drive #Plant4Pakistan across the entire country. I want everyone to join this #GreenP…,1
@MattCraigCosta @NBCNews Hope 90 percent of population dies from flu. For their stupidity,0
@cnnbrk you guys are pathetic! Please rename your channel to TBN stands for Trump Bashing Network. You guys are looser!,1
bazı seyleri anlatmak istemiyorum ama anlasınlar istiyorum,0
@CBSNews Because Americans in Puerto Rico are not white and Trump is a racist.,1
@CapehartJ Or you speak so well. I hate that one.,0
@OllieHolt22 Is this where you recharge from your “I Hate Mourinho” campaign?,0
@OwenJones84 Posting this shit about Frank Field. Whats wrong with you Owen? Take a long hard look at yourself.,0
@drakker77 @Texas_Eric1 @CNNPolitics @realDonaldTrump There you go again. I wonder what your “rage face” looks like. Well...not really. 🤬,0
"""To live and die in LA"" Love you Los Angeles! @ABC https://t.co/VSDTu5bde3",0
RT @ConclusionRos: #Economía 📉 #Recesión | Cierran 100 comercios por día en el área metropolitana de Buenos Aires.,0
@SkySportsNews @lukamodric10 @UEFA Honour well deserved !!!!!,0
@queloquecontigo @washingtonpost Any and all Americans should!  Trump is a national disgrace.,1
@slimgirl5000 @DeeDeeSchwartz3 @Newsweek She’s white,0
@guardian The caged animal crackers were full of fat.,0
@smh @bengrubb Just die happily for the sake of my privacy! Stop invading the muslims and they'll stop bombing your cities ..,0
@upthehoop @TheSun @missgemcollins Lord save us,0
@tal_de_larissa SÓ ISSO?,0
RT @moko276: غياب من نحب تماما كغياب اللون عن الصورة! هو لا يفقدنا الحياة. إنما يفقدنا طعم الحياة💔 https://t.co/aSQQsoxx00,0
@TIME I eat like an animal,0
@FoxNews @dbongino @foxandfriends It already is. Are you blind? You guys have neo Nazis and financial criminals fil… https://t.co/MxswH3FveW,1
"@MrQuarlesClass You’ll contribute what, a nickel?? 😂🤣 JANITOR.",0
@spectator @afneil Fuck off.,1
@SkyNewsBreak Hate to think what it would be like if prison wasn’t so soft,0
White Castle goes highbrow? Now famous slider can come with fake beef https://t.co/ohm6d1J0Fx via @usatoday,0
@ConserValidity @HuffPost @CalebJHull @FreedomGottaAK It’s full of white women.,0
Michael White @michaelwhite  Please read  https://t.co/tBtrsB9f2x  for your comments.,0
@brianstelter There’s a lot to criticize Don Jr. for. This critique is just stupid.,1
@Textualsatisfac @Viterbo @TIME Hate speech against lgbt+ people.,1
@nypost WHERE'S THE WHITE PEOPLE?,0
@Reuters @ReutersTV All her witnesses say she is lying. There you go,0
@rosskempsell @JuliaHB1 @talkRADIO A bullet would be quicker....,0
@Peston This is madness...not only with the economy be hugely effected when we drop off the cliff but people will l… https://t.co/5tnF50OwlY,0
@PatronSaintOwl @RT_com To bad that don't know that Science was originally created by those who worshipped Satan in other forms.,0
@derekahunter @CNN @brianstelter Looks like @CNN is the racist for implying that the  word monkey is a code word  f… https://t.co/TuG5Q8EoYZ,1
@jdawsey1 @JohnDyhrberg Hes blowing a gasket...lol.,0
@masteringfraud @C_Valentine @JtradesF @MasteryInTennis @_Manwithnoname_ @kempster_mark Even better - how about Dan… https://t.co/h532mnoz3H,1
@nytimes Oh my God he should be hung.,1
"@NPR By now, you should understand white supremacy well enough to not give hate a platform to spew from. Shame on you.",1
"@MSNBC @realDonaldTrump - Oh, SHE's a lowlife ???!!! Really??? https://t.co/GixKuw7q8t",0
"@Mike281mike @realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews Define ""large scale"".
 stealing 1 persons land is 1 too many",0
@donaldlovespiss @MSNBC @NBCNews @KatyTurNBC And it’s true if you stays on this pace he’s going to doubled the debt like Obama did,0
@FoxNews U know what why don't u figure out a better way to run the government instead of firing people left and ri… https://t.co/6vDwkxDfLT,0
"@AmyBrookbanks @MarkWright_ @thismorning @TheSun Fabulous presenting #ThisMorning, I’m calling for you to be a permanent fixture on there",0
@shesthebeth @MeetThePress @OMAROSA @chucktodd None of these people are legit.,1
@harvey_meade @FoxNews Wrong. You must not know many black people. Get out and meet some people of color and stop pushing stereotypes,1
@officialiisaac @sadrifan @DeanColleyFFC @mathupac @DRZAKGREEN @SkySportsNews * 1 Confirmed Kill,0
@labourpress Liar liar pants on fire.,1
"@GrippleDeGrap @NBCNews Show some respect. Shame on you, pig.",1
@TheEconomist One can trust Hamas that they would like to destroy Israel and kill all Jews.,0
@ABC A white boy,0
@mike_Zollo @AnthemRespect @CNN Antifa are domestic terrorists like black lives matter domestic terrorist should I go on,0
"RT @Jin_boludo: Si en esta vida no llego a presenciar un concierto de Bangtan, si no les agradezco en persona cuanto me ayudaron. En mi pro…",0
@JacobNahin @TheyCallMeDSP Should definitely hit him up @TheyCallMeDSP . Jacob and crew are super helpful for thing… https://t.co/JDJgOZ4zXp,0
@Joshboard1 @TheAtlantic @EthanLEdwards Jesus can’t forgive sins nor save anybody unless what Allah has decreed or by Allah’z command .,0
@_fu_ckliberals_ @SInow Sounds like one of those ancient white proverbs 👀,0
".@micheleweldon with @takeleadwomen says it is time to stop telling women they’re “too old” to wear something. ""It'… https://t.co/Saa54F3SZA",0
@SInow Why do people hate her again?,0
"@AaronBlake Wise man. It’s where twitter is 90% ugly.

Anyhoo...",0
@david_j_roth Oh fair and balanced??? Fuck please,0
"@MSNBC @NBCNews Yes, we all decapitate people who disagree  with us",0
RT @The22_0spot: Friday Special with @Benjiszzy https://t.co/H7488U7GH3,0
@business Is that the cost to live in NYC these days? That's ridiculous. It's even obscene.,0
@Joelsberg @CapehartJ I have absolutely used this to a white person! White skin does not make you articulate! Our @POTUS prices that !,0
La Catrina en Trajinera 2018 en Xochimilco y... la Isla de las muñecas https://t.co/7IBC5TRKzR,1
@Independent Has anybody seen any White Helmets here?,0
@CharlieFarquar @HuffPost Lol guess we will cancel each other out.,0
@rachelweinerwp @mmehenriquez F*** him I hope he dies in jail .,1
"@AP This is the white America that Trump, Ingraham and Fox viewers want.
Republican voters keep electing people who support Trump.",0
RT @LiesesMarryHK: @wengcookie @Elj1329 @vhilms_ @ibanimee @Luiseyaj @andallorie @aldubeth @pinkyfaye @latuazon @Jegi18 @armm2015 @sakurakh…,0
"@washingtonpost Pass.
#SpyGate  #BuildTheWall. #DrainTheSwamp  #MAGA",0
@CareyFrisch @brianstelter @parscale @NBCNews @CNN @facebook @FoxNews Still time to erase them,1
@RepMarkMeadows “Little known” because the MSM isn’t doing their job! @CNNPolitics @MSNBC @ABC @ABCPolitics @NBCNews @CBSNews !!!!,0
@maggieNYT Any idea where Judith Miller is these days?,0
@lckeaston @SInow Not his fight. Make your own tie.,0
@washingtonpost Another rag sheet newspaper,1
"@NPR What kind of bullshit framing is that, NPR?",1
RT @djjuninhoofc08: Quero ver acompanhar esse cara 👏🏻👏🏻👏🏻👏🏻 https://t.co/PBT3piafHK,0
@MSNBC At the root of his nomination is personal preference for personal gain. His bias is disqualifying. He cannot be confirmed.,1
"36 Hours in @Montreal? @nytimes says you should hang out with us! 

https://t.co/XISArEqRMO",0
"今日仕事中アイデア流れた！
うれしかったー！
毎日流れてほしい！",0
"@lindsmacnabb @jaketapper Trump supporters are just plain stupid. Hate to say it, but it’s true",1
RT @tdisbell: @FoxNews We should ban all white males from the country,0
@RalstonReports Rump lies and cheats...,0
"@RealCandaceO @CNN @realDonaldTrump When you're going to repeat the white supremacist talking points, at least know… https://t.co/AKuY9Q9OAZ",1
shahbanou_farah_pahlavi 💕 https://t.co/Hok4Wulm1a,0
"RT @MemesDanques: jean jean

oui papa

 mangeant sucre ?

non papa

disant mensonges ?

non papa 

ouvrir la bouche.

ah. ah. ah.",0
@Robertinno53 @nytimesarts @TommasiniNYT And Immortal Beloved,0
@bookeroo @SkyNews Bloody racist,1
@DailyMirror @Suzywoo70 Don't let her out let her rot in hell,1
@FoxNews Trump needs to deploy our military to our southern border and stop them from entering.This is not a carava… https://t.co/6LyyPGVpi3,0
@NoRCaLSaVaGe @AP @BarackObama Less people for you to hate.,0
@ES_FranceFR trocadero í love,1
If it looks bad from a distance it will be a disgrace to play on tomorrow night. Hang your heads in shame @FA and… https://t.co/pDYBRV8fcO,0
@washingtonpost Anti-hate protesters fomenting hate. Hilarious.,0
Rand Paul says he delivered Trump letter to Putin @CNNPolitics https://t.co/Vx2zSxYl0r,0
@fionaell Now that made me laugh out loud 🏊🏻‍♂️,0
@ringoskid @delkins3263 @ABC @GStephanopoulos The only person selling out our country us Trump to Putin. How much do you get paid in Rubles?,0
@nytimes How many of those journalists are racist?,1
"@BB4SP @nytimes @foxnews Comey was a narcissist when in office, now he's a purger and a criminal",1
@SenSchumer @USATODAY YOU ARE TRULY SICK - CHUCKY.,0
"India: Monsoon floods, landslides kill dozens in Kerala state  @AJENews  https://t.co/Ymmrobgtk8",0
"@FoxNews @FoxFriendsFirst Polo was eradicated many moons ago in our country! Don’t blame this on vaccinations, as t… https://t.co/WLlTiXGcJv",0
"@dangillmor @JenaFriedman 1. Vow to prosecute white collar crime
2. Refuse corporate donations
3. Win elections everywhere",0
@AP Build that Wall build that Wall build that Wall,0
@afneil Don’t be so silly Andrew time you grow up!,0
"RT @SonyMusicArg: 💃🏼 ¡Tarde a puro baile con #NoMeAcuerdo de @thalia y @NattiNatasha! 💃🏼
Disfrutá del video acá:
👉🏻https://t.co/syQj6Lrtzr…",1
@realDonaldTrump @FoxNews You sound so desperate.  SAD!,0
"@robdelaney Who doesn't ❤️ a mob of angry, violent white people, they're the best!",0
@TorontoStar National humiliate white people day.,0
"@MSNBC All you veterans who are Federal employees, this is what your boss thinks of you. https://t.co/rXmWAtcfkR",0
"@FoxNews Kill a black man, no problem.  Fox news promotes hate.",1
"@DrKlep @washingtonpost Yes, I wonder if the people whose children died of dehydration after  Katrina because he co… https://t.co/elDfZ31k8F",1
@ABC @WHSVnews So that comment is racist too ?,1
"@NPR People don’t kill people, cars kill people",0
@RalstonReports Pimps against abortion.,0
@HuffPostPol All black people looks the same to @FoxNews ...they live in their lilly white bubble,1
@CNNPolitics He is just waiting to take over The White House.,0
@lachlan_kennedy Race disgrace? Your a joke.,1
@ABC Said the bottle blonde white crypt keeper,1
@TrippyPip @JamesDelingpole Only if a white person cooks it.,0
@shomaristone @USATODAY Of course she didn’t stick around.,0
@bhanusivaji @tintumat @rahulc78 @Ibne_Sena @amritabhinder @BDUTT @atahasnain53 @Nidhi @spvaid @smritiirani… https://t.co/McXptzDdhO,0
"@SunPolitics get your owner to pay his tax then, of course he doesn't live here but just pulls your string. puppet paper!",1
@nytimes A real POTUS has been absent since Trump moved into the White House!,0
"Nice job @realDonaldTrump!
#Sorry @JohnBrennan and @MSNBC  - sucks for you. The #commie here is Brennan.",0
@DRETmanor 💐,0
"@Here4Memez911V2 @ShaunaCardwell @guardian Okay..  They are not ""My men"" and will never be ""my men"" we are talking… https://t.co/zK9rgqzSgw",0
@FoxNews Kill that sack of shit!,1
@NBCNews @NBCOUT Wow. Another patriotic pride victory against dumbbell dotard traitor.,0
@Reuters Any country that oppresses any minority deserves its racist bullshit to be called out on...even if its sli… https://t.co/oKwFImfchp,0
"RT @MeggidoMusic: 🇺🇸Oh my god
🇪🇸¡Hombre!
🇯🇵Yabai
🇫🇷 Putain

🇺🇸Cute girl
🇪🇸Bonita chica
🇯🇵Yabai
🇫🇷 Putain

🇺🇸I’m beat
🇪🇸Estoy cansado
🇯🇵Yaba…",0
@RaiSandeepTOI @HilaryNewnes @Uppolice @timesofindia Is this our india ?,0
@PhilipRucker @lisakjell571 Trump is inciting violence with his stupid rhetoric! He needs to be arrested soon for treason,1
@melissa0469 @Jaden57517755 @CNNPolitics @JohnBrennan @HillaryClinton @DNC Nope. #TrumpMustGo,0
"@GoffNewt @Doctor_Hutch also your seatbelt answer sucks: even WITH seatbelts, car crashes are leading cause of chil… https://t.co/RImAejYnTX",0
@Shawzie5 @Greg_Palast I'm not sure.,0
"@CNNPolitics Trump
Is
Mighty
Quiet
This
Morning

😉",0
"@AC360 @maddow
Your Our Cartoon President characters are hilarious. Do you like it or hate it?",1
@jaketapper You always HATE to see collateral damage and lives lost. @,0
"@ElizabethSelli2 @MarkWei01460527 @ABC Oh, and you're also barely literate, so there's that.",0
@1texanMarcy @FoxNews White?,0
"@AlexHortonTX @JamilahLemieux When they say ""good guys,"" they mean white men. Because to them, job #1 is to make su… https://t.co/RX69WMRIfX",0
@MSNBC @MaddowBlog The only eye that behold Trumps lies are those that are either blind to the truth or blind to justice.,0
"@Newsweek We all remember Pearl Harbour and those that fell in the war you idiots, it's history.  NewsWeak.",1
@USATODAY The shame is on her. Corruption and fraud.,1
"RT @SdibqJgth: Почему мы больше не оставляем ключ под ковриком,закрываем дверь,даже находясь дома, не отпускаем детей гулять одних,не верим…",0
@theage White elephant,0
@nycjim Drop the “kind of”,0
Looks like self defense to me. You threatened his safety @calnbc. Shame on you! https://t.co/rHla22UMGg,1
RT @makiiwi: a bitch won’t go up to you but they’ll get on their social media rq 😩😂,1
"@MadenaP @oliverdarcy @jaketapper Boggles your mind because you don't understand what he does for the military, you're obviously clueless",1
@RT_com How a dictator is willing to kill its own citizens.,1
"@sophable @suzanne_moore Calling 84 BAME organisations racist is silly, yes. Really stupid in fact.",1
@aahadsohail @samigodil @AbsarAlamHaider @UmarCheema1 He worked for Musharraf,0
@AskedEtAnswered @FoxNews @TheJuanWilliams Are you a Bot???? ¯\_(ツ)_/¯,1
@Savvy_Woman @ShelaghFogarty Shoot the dog,0
RT @furkanvakfi: Bugün; kendimizi ve tüm dünyayı batı medeniyetinin her türlü kötülüğünden korumak ve İslam Medeniyetinin yeniden kurulması…,0
@murtazasolangi @UmarCheema1 Look at these are fraud people,0
@PhilipRucker @jonathanvswan @OMAROSA I hope they eat other alive on white bread and no condiments .,0
@CNN Lock him up &amp; then string him up for treason!,1
@Corymiller219 @darrenrovell @budlight Those are gonna go to waste...,0
@Reuters racist reuters quoting racist NYT. who else hears the echo in this room?,1
